
# Surface 0 of 1 surfaces

# Curve title: "f(x,y)"
# Contour 0, label:        0
-1.31313  0.265962  0 
-1.39583  0.30303  0 
-1.51515  0.356514  0 
-1.71717  0.441964  0 
-1.87579  0.505051  0 
-1.91919  0.522313  0 
-2.12121  0.597561  0 
-2.32323  0.667707  0 
-2.44549  0.707071  0 
-2.52525  0.732751  0 
-2.72727  0.792694  0 
-2.92929  0.847535  0 
-3.13131  0.897275  0 
-3.18479  0.909091  0 
-3.33333  0.941913  0 
-3.53535  0.98145  0 
-3.73737  1.01589  0 
-3.93939  1.04522  0 
-4.14141  1.06945  0 
-4.34343  1.08858  0 
-4.54545  1.10261  0 
-4.73779  1.11111  0 
-4.74747  1.11154  0 
-4.94949  1.11537  0 
-5.15152  1.11409  0 
-5.24588  1.11111  0 
-5.35354  1.10771  0 
-5.55556  1.09623  0 
-5.75758  1.07965  0 
-5.9596  1.05797  0 
-6.16162  1.03119  0 
-6.36364  0.999306  0 
-6.56566  0.962319  0 
-6.76768  0.920232  0 
-6.81537  0.909091  0 
-6.9697  0.873043  0 
-7.17172  0.820752  0 
-7.37374  0.76336  0 
-7.5557  0.707071  0 
-7.57576  0.700867  0 
-7.77778  0.633271  0 
-7.9798  0.560575  0 
-8.12398  0.505051  0 
-8.18182  0.482777  0 
-8.38384  0.399877  0 
-8.58586  0.311876  0 
-8.60505  0.30303  0 
-8.78788  0.218773  0 
-8.9899  0.120569  0 
-9.02815  0.10101  0 
-9.19192  0.0172629  0 
-9.39394 -0.0911444  0 
-9.4115 -0.10101  0 
-9.59596 -0.204653  0 
-9.76352 -0.30303  0 
-9.79798 -0.323264  0 
-10 -0.446975  0 

 8.3357 -10  0 
 8.21403 -9.79798  0 
 8.18182 -9.7445  0 
 8.09098 -9.59596  0 
 7.9798 -9.41417  0 
 7.96723 -9.39394  0 
 7.84174 -9.19192  0 
 7.77778 -9.08895  0 
 7.71527 -8.9899  0 
 7.58778 -8.78788  0 
 7.57576 -8.76883  0 
 7.45842 -8.58586  0 
 7.37374 -8.45381  0 
 7.32813 -8.38384  0 
 7.19644 -8.18182  0 
 7.17172 -8.14389  0 
 7.06296 -7.9798  0 
 6.9697 -7.83908  0 
 6.92838 -7.77778  0 
 6.79221 -7.57576  0 
 6.76768 -7.53936  0 
 6.6541 -7.37374  0 
 6.56566 -7.24475  0 
 6.51469 -7.17172  0 
 6.37372 -6.9697  0 
 6.36364 -6.95524  0 
 6.23041 -6.76768  0 
 6.16162 -6.67083  0 
 6.08555 -6.56566  0 
 5.9596 -6.39152  0 
 5.93905 -6.36364  0 
 5.79021 -6.16162  0 
 5.75758 -6.11732  0 
 5.63917 -5.9596  0 
 5.55556 -5.84821  0 
 5.4862 -5.75758  0 
 5.35354 -5.58421  0 
 5.33118 -5.55556  0 
 5.17354 -5.35354  0 
 5.15152 -5.3253  0 
 5.01318 -5.15152  0 
 4.94949 -5.0715  0 
 4.85039 -4.94949  0 
 4.74747 -4.8228  0 
 4.685 -4.74747  0 
 4.54545 -4.57921  0 
 4.51686 -4.54545  0 
 4.34574 -4.34343  0 
 4.34343 -4.34071  0 
 4.17093 -4.14141  0 
 4.14141 -4.10732  0 
 3.99282 -3.93939  0 
 3.93939 -3.87902  0 
 3.81118 -3.73737  0 
 3.73737 -3.65583  0 
 3.62577 -3.53535  0 
 3.53535 -3.43774  0 
 3.43632 -3.33333  0 
 3.33333 -3.22475  0 
 3.24253 -3.13131  0 
 3.13131 -3.01687  0 
 3.04407 -2.92929  0 
 2.92929 -2.81408  0 
 2.84058 -2.72727  0 
 2.72727 -2.6164  0 
 2.63166 -2.52525  0 
 2.52525 -2.42381  0 
 2.41687 -2.32323  0 
 2.32323 -2.23633  0 
 2.19571 -2.12121  0 
 2.12121 -2.05395  0 
 1.96764 -1.91919  0 
 1.91919 -1.87668  0 
 1.73204 -1.71717  0 
 1.71717 -1.7045  0 
 1.51515 -1.53743  0 
 1.48737 -1.51515  0 
 1.31313 -1.37545  0 
 1.23287 -1.31313  0 
 1.11111 -1.21858  0 
 0.96806 -1.11111  0 
 0.909091 -1.06681  0 
 0.707071 -0.920141  0 
 0.691301 -0.909091  0 
 0.505051 -0.778574  0 
 0.399198 -0.707071  0 
 0.30303 -0.642109  0 
 0.10101 -0.510744  0 
 0.0918998 -0.505051  0 
-0.10101 -0.384482  0 
-0.23682 -0.30303  0 
-0.30303 -0.263321  0 
-0.505051 -0.147261  0 
-0.589259 -0.10101  0 
-0.707071 -0.0363031  0 
-0.909091  0.0695535  0 
-0.972163  0.10101  0 
-1.11111  0.170308  0 
-1.31313  0.265962  0 

